"ID","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene166","MMP0146",944.30062567008,-0.148175308213808,0.104985939027627,-1.41138241545676,0.158131885106711,0.202197664410758
"gene167","MMP0147",415.631068409351,-0.203762800139023,0.145813832390973,-1.39741749323665,0.162288061694264,0.206761796605419
"gene168","MMP0148",2875.60358955918,-0.931768229989369,0.20629464940547,-4.51668636425945,6.28148353235221e-06,1.44868769424144e-05
"gene169","MMP0149",563.134807535791,-1.16460862268674,0.131705409480308,-8.84252687328585,9.35777828804209e-19,6.15239005355603e-18
"gene170","MMP0150",3276.70414696065,0.588097990560326,0.114978038236012,5.11487236678324,3.13953169832194e-07,8.26884133399591e-07
"gene171","MMP0151",253.139817894316,3.54949859469306,0.274668431547445,12.9228487405548,3.34522684690192e-38,4.6411729954655e-37
"gene172","MMP0152",7178.80405384448,2.77820836336322,0.130883704809402,21.2265412826521,5.43158473966245e-100,2.7344149460815e-98
"gene173","MMP0153",2375.25499448449,-0.814475996106842,0.119575088854457,-6.81141869857353,9.66409085479851e-12,3.98785201080913e-11
"gene174","MMP0154",1551.11417904567,-0.0353922236287338,0.0954439730445157,-0.370816747247379,0.710774026780287,0.752622286611759
"gene175","MMP0155",3762.29490797397,0.936554943205496,0.10233435279135,9.15191152979723,5.59348861981813e-20,3.8955442482686e-19
"gene176","MMP0156",14654.9852026299,-0.421349878713057,0.11834397021432,-3.5603831606291,0.000370314055121054,0.000706926722777137
"gene177","MMP0157",1842.18267440631,-0.302405468203574,0.0885457262662079,-3.41524634734384,0.000637243501306131,0.00118817253894328
"gene178","MMP0158",6551.50207102004,-0.22057029950081,0.103315748002721,-2.13491460658061,0.0327679859866735,0.048074264203596
"gene179","MMP0159",189.9913196609,2.81644893771001,0.212427214817557,13.2584186076578,4.0331093838588e-40,5.92194894529934e-39
"gene180","MMP0160",2720.6036324774,-1.29227495276508,0.193230626276123,-6.68773360449833,2.26653235092159e-11,9.01496614520055e-11
"gene181","MMP0161",318.659899702999,0.235768695271782,0.118329533239435,1.99247549464016,0.0463189113009746,0.0665412763647309
